SYMBOL,NAME_OF_COMPANY,P/E Ratio,Debt-to-Equity,ROE (%),Earnings Growth,Market Cap,Sector,Industry
KPEL,K.P. Energy Limited,24.99649,131.185,,1.855,23754964992.0,Industrials,Engineering & Construction
KPIGREEN,KPI Green Energy Limited,27.552881,23.858,,0.394,74375577600.0,Utilities,Utilities - Renewable
KPIL,Kalpataru Projects International Limited,26.59578,94.172,,-0.003,146292686848.0,Industrials,Engineering & Construction
KPITTECH,KPIT Technologies Limited,43.475674,13.968,,0.2,327757463552.0,Technology,Software - Infrastructure
KPRMILL,K.P.R. Mill Limited,37.181026,8.373,,0.082,306863341568.0,Consumer Cyclical,Textile Manufacturing
KRBL,KRBL Limited,13.715934,4.853,,-0.01,59946311680.0,Consumer Defensive,Packaged Foods
KREBSBIO,Krebs Biochemicals and Industries Limited,,,,,1674180608.0,Healthcare,Drug Manufacturers - Specialty & Generic
KRIDHANINF,Kridhan Infra Limited,,,,,365847712.0,Basic Materials,Steel
KRISHANA,Krishana Phoschem Limited,22.421272,109.805,,4.533,13294171136.0,Basic Materials,Agricultural Inputs
KRITI,Kriti Industries (India) Limited,161.35594,70.197,,,4865053184.0,Industrials,Building Products & Equipment
KRITIKA,Kritika Wires Limited,144.66667,55.712,,,2311310592.0,Basic Materials,Steel
KRITINUT,Kriti Nutrients Limited,11.078528,3.526,,-0.417,4534869504.0,Consumer Defensive,Packaged Foods
KRN,KRN Heat Exchanger and Refrigeration Limited,116.27034,14.956,,0.24,57743482880.0,Technology,Electronic Components
KRONOX,Kronox Lab Sciences Limited,30.278353,,,0.413,5448722432.0,Basic Materials,Specialty Chemicals
KROSS,Kross Limited,36.925,8.51,,0.512,11433646080.0,Consumer Cyclical,Auto Parts
KRSNAA,Krsnaa Diagnostics Limited,30.959263,25.701,,0.508,22822430720.0,Healthcare,Diagnostics & Research
KRYSTAL,Krystal Integrated Services Limited,13.868602,22.039,,-0.018,5942990336.0,Industrials,Specialty Business Services
KSB,Ksb Limited,49.985966,0.236,18.110001,0.374,123967979520.0,Industrials,Specialty Industrial Machinery
KSCL,Kaveri Seed Company Limited,17.39065,,,0.179,53315973120.0,Basic Materials,Agricultural Inputs
KSHITIJPOL,Kshitij Polyline Limited,10.966666,233.133,,,180165008.0,Industrials,Business Equipment & Supplies
KSL,Kalyani Steels Limited,13.440625,31.893,,-0.136,32335992832.0,Basic Materials,Steel
KSOLVES,Ksolves India Limited,21.45768,,,0.154,8115431936.0,Technology,Software - Application
KTKBANK,The Karnataka Bank Limited,4.9584174,,12.083,-0.232,64922349568.0,Financial Services,Banks - Regional
KUANTUM,Kuantum Papers Limited,7.1219854,42.098,,-0.503,8813622272.0,Basic Materials,Paper & Paper Products
LAGNAM,Lagnam Spintex Limited,11.643967,321.327,,-0.492,1722020736.0,Consumer Cyclical,Textile Manufacturing
LAKPRE,Lakshmi Precision Screws Limited,,,-86.24300000000001,-0.099,51316200.0,Industrials,Tools & Accessories
LAL,Lorenzini Apparels Limited,25.30909,23.854,,,2404498944.0,Consumer Cyclical,Apparel Manufacturing
LALPATHLAB,Dr. Lal Path Labs Ltd.,50.501,9.753,,0.186,210472779776.0,Healthcare,Diagnostics & Research
LAMBODHARA,Lambodhara Textiles Limited,15.896642,47.635,,0.802,1276859904.0,Consumer Cyclical,Textile Manufacturing
LANCORHOL,Lancor Holdings Limited,20.9823,63.618,,,1732914176.0,Real Estate,Real Estate - Development
LANDMARK,Landmark Cars Limited,67.108734,167.354,,-0.38,16914068480.0,Consumer Cyclical,Auto & Truck Dealerships
LAOPALA,La Opala RG Limited,24.276672,0.914,,-0.475,23071404032.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LASA,Lasa Supergenerics Limited,,22.309,,,1085694848.0,Healthcare,Drug Manufacturers - Specialty & Generic
LATENTVIEW,Latent View Analytics Limited,43.64882,1.994,,-0.102,72368087040.0,Industrials,Consulting Services
LATTEYS,Latteys Industries Limited,77.57693,70.807,,0.335,1159690240.0,Industrials,Specialty Industrial Machinery
LAURUSLABS,Laurus Labs Limited,153.9008,67.3,,2.977,309557592064.0,Healthcare,Drug Manufacturers - Specialty & Generic
LAXMICOT,Laxmi Cotspin Limited,,74.507,,,399026976.0,Consumer Cyclical,Textile Manufacturing
LAXMIDENTL,Laxmi Dental Limited,89.23236,69.996,,1.0,23639199744.0,Healthcare,Medical Instruments & Supplies
LCCINFOTEC,LCC Infotech Limited,,187.053,,,876023552.0,Consumer Defensive,Education & Training Services
LEMONTREE,Lemon Tree Hotels Limited,56.438053,141.766,,0.756,101000216576.0,Consumer Cyclical,Lodging
LEXUS,Lexus Granito (India) Limited,,1746.118,,,737566272.0,Industrials,Building Products & Equipment
LFIC,Lakshmi Finance & Industrial Corporation Limited,6.119557,,,,497520000.0,Financial Services,Asset Management
LGBBROSLTD,LG Balakrishnan & Bros Limited,13.175202,5.587,,0.022,37983903744.0,Consumer Cyclical,Auto Parts
LGHL,Laxmi Goldorna House Limited,86.2518,120.489,,-0.385,12511661056.0,Consumer Cyclical,Luxury Goods
LIBAS,Libas Consumer Products Limited,30.17949,18.823,,,310075968.0,Consumer Cyclical,Apparel Manufacturing
LIBERTSHOE,Liberty Shoes Limited,38.015766,51.594,,11.636,4943298048.0,Consumer Cyclical,Footwear & Accessories
LICHSGFIN,LIC Housing Finance Limited,5.509724,743.982,,0.23,283612446720.0,Financial Services,Mortgage Finance
LICI,Life Insurance Corporation Of India,10.8701725,,,,4681448816640.0,Financial Services,Insurance - Life
LIKHITHA,Likhitha Infrastructure Limited,14.533897,0.486,,0.076,10178096128.0,Energy,Oil & Gas Equipment & Services
LINC,Linc Limited,16.13016,11.865,,0.155,6045292544.0,Industrials,Business Equipment & Supplies
LINCOLN,Lincoln Pharmaceuticals Limited,11.80708,0.212,,-0.259,10589692928.0,Healthcare,Drug Manufacturers - Specialty & Generic
LINDEINDIA,Linde India Limited,116.28042,1.184,,-0.031,513500348416.0,Basic Materials,Specialty Chemicals
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,60.63736,14.82,,0.24,64129089536.0,Industrials,Specialty Industrial Machinery
LLOYDSENT,Lloyds Enterprises Limited,57.73529,16.235,,-0.441,49956384768.0,Basic Materials,Steel
LLOYDSME,Lloyds Metals And Energy Limited,39.992874,0.639,,0.081,586417635328.0,Basic Materials,Steel
LMW,LMW Limited,133.32935,,,-0.805,160987136000.0,Industrials,Specialty Industrial Machinery
LODHA,Macrotech Developers Limited,41.660088,43.778,15.777000999999998,0.817,1052017819648.0,Real Estate,Real Estate - Development
LOKESHMACH,Lokesh Machines Limited,50.992805,65.226,,,2745678336.0,Industrials,Specialty Industrial Machinery
LORDSCHLO,Lords Chloro Alkali Limited,91.928055,59.176,,,3214165248.0,Basic Materials,Chemicals
LOTUSEYE,Lotus Eye Hospital and Institute Limited,237.75002,4.974,,,1210139904.0,Healthcare,Medical Care Facilities
LOVABLE,Lovable Lingerie Limited,,3.481,,,1198648704.0,Consumer Cyclical,Apparel Manufacturing
LOYALTEX,Loyal Textile Mills Limited,,184.44,,,1098632320.0,Consumer Cyclical,Textile Manufacturing
LPDC,Landmark Property Development Company Limited,,,,3.926,1117409280.0,Real Estate,Real Estate Services
LT,Larsen & Toubro Limited,31.544933,119.062,,0.14,4383111380992.0,Industrials,Engineering & Construction
LTF,L&T Finance Limited,13.525853,348.876,,-0.027,345805586432.0,Financial Services,Credit Services
LTFOODS,LT Foods Limited,19.564327,32.482,,-0.051,116225671168.0,Consumer Defensive,Packaged Foods
LTIM,LTIMindtree Limited,28.986113,10.499,22.845,-0.071,1323166990336.0,Technology,Information Technology Services
LTTS,L&T Technology Services Limited,35.84282,11.42,,-0.042,463414984704.0,Technology,Information Technology Services
LUMAXIND,Lumax Industries Limited,15.385106,132.407,,0.309,20296726528.0,Consumer Cyclical,Auto Parts
LUMAXTECH,Lumax Auto Technologies Limited,21.687475,71.418,,0.23,35520385024.0,Consumer Cyclical,Auto Parts
LUPIN,Lupin Limited,31.349735,21.899,,0.394,898951741440.0,Healthcare,Drug Manufacturers - Specialty & Generic
LUXIND,Lux Industries Limited,21.14226,14.919,,0.586,36513054720.0,Consumer Cyclical,Apparel Manufacturing
LXCHEM,Laxmi Organic Industries Limited,35.573467,10.792,,0.082,48288051200.0,Basic Materials,Specialty Chemicals
LYKALABS,Lyka Labs Limited,87.131584,35.628,,0.415,3545803008.0,Healthcare,Biotechnology
LYPSAGEMS,Lypsa Gems & Jewellery Limited,,28.726,,1.554,199606672.0,Consumer Cyclical,Luxury Goods
M&M,Mahindra & Mahindra Limited,23.923077,145.663,,0.195,3170296659968.0,Consumer Cyclical,Auto Manufacturers
M&MFIN,Mahindra & Mahindra Financial Services Limited,13.533667,498.691,,0.472,335071117312.0,Financial Services,Credit Services
MAANALU,Maan Aluminium Limited,24.61318,23.718,,-0.594,4768661504.0,Basic Materials,Aluminum
MACPOWER,Macpower CNC Machines Limited,25.57752,2.289,,-0.364,6601772032.0,Industrials,Specialty Industrial Machinery
MADHAV,Madhav Marbles and Granites Limited,127.84847,7.261,,,377473920.0,Industrials,Building Products & Equipment
MADHUCON,Madhucon Projects Limited,,,,,482619040.0,Industrials,Engineering & Construction
MADRASFERT,Madras Fertilizers Limited,14.284254,,,,11252903936.0,Basic Materials,Agricultural Inputs
MAGADSUGAR,Magadh Sugar & Energy Limited,8.688538,50.53,,-0.457,7370611200.0,Consumer Defensive,Confectioners
MAGNUM,Magnum Ventures Limited,8.024615,28.016,2.685,1.472,1732006656.0,Basic Materials,Paper & Paper Products
MAHABANK,Bank of Maharashtra,6.2318244,,22.245,0.252,349581148160.0,Financial Services,Banks - Regional
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,0.47127524,0.061,,,1548702592.0,Financial Services,Credit Services
MAHASTEEL,Mahamaya Steel Industries Limited,110.04566,,,-0.48,3960690432.0,Basic Materials,Steel
MAHEPC,Mahindra EPC Irrigation Limited,123.693184,14.632,,2.783,3057400576.0,Industrials,Farm & Heavy Construction Machinery
MAHESHWARI,Maheshwari Logistics Limited,12.223427,128.178,,-0.229,1667802112.0,Industrials,Integrated Freight & Logistics
MAHLIFE,Mahindra Lifespace Developers Limited,101.07843,50.936,,,48016035840.0,Real Estate,Real Estate - Development
MAHLOG,Mahindra Logistics Limited,,179.479,,,18115106816.0,Industrials,Integrated Freight & Logistics
MAHSCOOTER,Maharashtra Scooters Limited,65.358925,,,2.295,106449403904.0,Consumer Cyclical,Auto Parts
MAHSEAMLES,Maharashtra Seamless Limited,11.223486,,,-0.325,88626937856.0,Basic Materials,Steel
MAITHANALL,Maithan Alloys Limited,3.1367273,10.008,,0.064,26133483520.0,Basic Materials,Steel
MALLCOM,Mallcom (India) Limited,17.697899,39.153,,0.321,7049954304.0,Industrials,Security & Protection Services
MALUPAPER,Malu Paper Mills Limited,,14402.66,,,596220928.0,Basic Materials,Paper & Paper Products
MAMATA,Mamata Machinery Limited,24.26718,3.913,,0.082,8515528704.0,Industrials,Specialty Industrial Machinery
MANAKALUCO,Manaksia Aluminium Company Limited,25.523256,161.939,,0.316,1442404736.0,Basic Materials,Aluminum
MANAKCOAT,Manaksia Coated Metals & Industries Limited,35.50472,126.95,,0.136,5590227456.0,Industrials,Metal Fabrication
MANAKSIA,Manaksia Limited,6.904018,7.08,,-0.217,4061146112.0,Industrials,Metal Fabrication
MANAKSTEEL,Manaksia Steels Limited,32.28767,44.235,,-0.521,3091243264.0,Basic Materials,Steel
MANALIPETC,Manali Petrochemicals Limited,52.896553,8.324,,0.824,10553859072.0,Basic Materials,Specialty Chemicals
MANAPPURAM,Manappuram Finance Limited,8.97542,311.671,,-0.515,176176988160.0,Financial Services,Credit Services
MANBA,Manba Finance Limited,16.722223,251.892,,1.016,6653706240.0,Financial Services,Credit Services
MANCREDIT,Mangal Credit and Fincorp Limited,24.676737,128.498,,0.183,3195975168.0,Financial Services,Credit Services
MANGALAM,Mangalam Drugs And Organics Limited,12.159938,67.203,,1.613,1239506304.0,Healthcare,Drug Manufacturers - Specialty & Generic
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,12.744185,78.95,,0.741,16900264960.0,Basic Materials,Agricultural Inputs
MANGLMCEM,Mangalam Cement Limited,44.041714,78.041,,-0.51,20030408704.0,Basic Materials,Building Materials
MANINDS,Man Industries (India) Limited,21.741602,14.814,,0.055,16368301056.0,Basic Materials,Steel
MANINFRA,Man Infraconstruction Limited,19.558369,1.123,,-0.022,52187824128.0,Industrials,Engineering & Construction
MANKIND,Mankind Pharma Limited,43.287117,4.468,,-0.165,908148211712.0,Healthcare,Drug Manufacturers - Specialty & Generic
MANOMAY,Manomay Tex India Limited,16.690153,216.023,,0.568,3334677760.0,Consumer Cyclical,Textile Manufacturing
MANORAMA,Manorama Industries Limited,74.651665,98.113,,3.079,61407834112.0,Consumer Defensive,Packaged Foods
MANORG,Mangalam Organics Limited,35.850044,93.879,,3.057,3521697792.0,Basic Materials,Specialty Chemicals
MANUGRAPH,Manugraph India Limited,,35.136,,,458355552.0,Industrials,Specialty Industrial Machinery
MANYAVAR,Vedant Fashions Limited,46.94813,30.322,,0.0,189092823040.0,Consumer Cyclical,Apparel Manufacturing
MAPMYINDIA,C.E. Info Systems Limited,63.68675,4.774,,0.044,86273073152.0,Technology,Software - Infrastructure
MARALOVER,Maral Overseas Limited,,390.045,,,2689717760.0,Consumer Cyclical,Textile Manufacturing
MARATHON,Marathon Nextgen Realty Limited,11.313337,63.32,,-0.063,19925078016.0,Real Estate,Real Estate - Development
MARICO,Marico Limited,49.01374,10.048,,0.037,784818896896.0,Consumer Defensive,Household & Personal Products
MARINE,Marine Electricals (India) Limited,56.84155,22.411,,0.0,21416110080.0,Industrials,Marine Shipping
MARKSANS,Marksans Pharma Limited,23.911438,8.602,,0.255,88095080448.0,Healthcare,Drug Manufacturers - General
MARSHALL,Marshall Machines Limited,,50.52,,,367839488.0,Industrials,Specialty Industrial Machinery
MARUTI,Maruti Suzuki India Limited,24.875877,0.178,,0.162,3619973234688.0,Consumer Cyclical,Auto Manufacturers
MASFIN,MAS Financial Services Limited,14.0809555,332.329,,0.0,43920904192.0,Financial Services,Credit Services
MASKINVEST,Mask Investments Limited,2438.0,0.407,,-0.948,520768992.0,Financial Services,Capital Markets
MASTEK,Mastek Limited,18.082457,29.372,,0.249,69614772224.0,Technology,Information Technology Services
MASTERTR,Master Trust Limited,8.809524,33.347,,0.172,12484031488.0,Financial Services,Capital Markets
MATRIMONY,Matrimony.Com Limited,23.15168,18.589,,-0.09,10993020928.0,Communication Services,Internet Content & Information
MAWANASUG,Mawana Sugars Limited,3.4597938,49.3,,3.12,3283862784.0,Consumer Defensive,Confectioners
MAXESTATES,Max Estates Limited,255.82735,52.783,,,57372504064.0,Real Estate,Real Estate - Development
MAXHEALTH,Max Healthcare Institute Limited,96.18446,20.095,,-0.178,963101130752.0,Healthcare,Medical Care Facilities
MAXIND,Max India Limited,,13.374,,,7598364160.0,Healthcare,Medical Care Facilities
MAYURUNIQ,Mayur Uniquoters Ltd,14.432103,1.403,,0.133,20042512384.0,Consumer Cyclical,Textile Manufacturing
MAZDA,Mazda Limited,15.107373,,,-0.101,4685843968.0,Industrials,Specialty Industrial Machinery
MAZDOCK,Mazagon Dock Shipbuilders Limited,34.013805,0.496,,0.288,934228066304.0,Industrials,Aerospace & Defense
MBAPL,Madhya Bharat Agro Products Limited,61.338585,61.26,,12.6,27304542208.0,Basic Materials,Agricultural Inputs
MBLINFRA,MBL Infrastructure Limited,1.8223511,94.816,,,4139930368.0,Industrials,Engineering & Construction
MCL,Madhav Copper Limited,21.94924,52.059,,,1173654656.0,Basic Materials,Copper
MCLEODRUSS,Mcleod Russel India Limited,,568.163,,,3186952704.0,Consumer Defensive,Packaged Foods
MCLOUD,Magellanic Cloud Limited,24.215687,52.294,,0.295,28904189952.0,Technology,Information Technology Services
MCX,Multi Commodity Exchange of India Limited,47.845276,0.059,,,244763574272.0,Financial Services,Financial Data & Stock Exchanges
MEDANTA,Global Health Limited,62.49602,21.907,,0.157,316610379776.0,Healthcare,Medical Care Facilities
MEDIASSIST,Medi Assist Healthcare Services Limited,32.672863,11.933,,0.422,30989838336.0,Healthcare,Healthcare Plans
MEDICAMEQ,Medicamen Biotech Limited,67.08074,9.341,,0.438,5499057664.0,Healthcare,Drug Manufacturers - Specialty & Generic
MEDICO,Medico Remedies Limited,53.06604,20.557,,0.882,4667850240.0,Healthcare,Drug Manufacturers - Specialty & Generic
MEDPLUS,Medplus Health Services Limited,64.52229,62.955,,2.351,84836007936.0,Healthcare,Pharmaceutical Retailers
MEGASOFT,Megasoft Limited,,95.357,,,4183496704.0,Healthcare,Drug Manufacturers - Specialty & Generic
MEGASTAR,Megastar Foods Limited,71.408936,194.823,,-0.706,2346830848.0,Consumer Defensive,Packaged Foods
MENONBE,Menon Bearings Limited,21.427568,32.551,,-0.245,5139428352.0,Consumer Cyclical,Auto Parts
MEP,MEP Infrastructure Developers Limited,,,,,313692672.0,Industrials,Infrastructure Operations
METROBRAND,Metro Brands Limited,71.449905,55.797,,-0.034,293096718336.0,Consumer Cyclical,Apparel Retail
METROPOLIS,Metropolis Healthcare Limited,54.93581,15.956,,0.153,83388194816.0,Healthcare,Diagnostics & Research
MFML,Mahalaxmi Fabric Mills Limited,8.794721,,,,325937312.0,,
MFSL,Max Financial Services Limited,144.97934,13.714,,-0.623,361682501632.0,Financial Services,Insurance - Life
MGEL,Mangalam Global Enterprise Limited,14.906251,109.063,,0.9,4715946496.0,Consumer Defensive,Farm Products
MGL,Mahanagar Gas Limited,12.151091,2.777,,-0.303,127023308800.0,Utilities,Utilities - Regulated Gas
MHLXMIRU,Mahalaxmi Rubtech Limited,13.534792,19.491,16.532,0.246,2288141568.0,Consumer Cyclical,Textile Manufacturing
MHRIL,Mahindra Holidays & Resorts India Limited,44.050076,495.696,,1.983,60311121920.0,Consumer Cyclical,Resorts & Casinos
MICEL,MIC Electronics Limited,22.875502,19.692,,-0.25,13773839360.0,Technology,Electronic Components
MIDHANI,Mishra Dhatu Nigam Limited,50.01111,32.633,,1.0,50593038336.0,Basic Materials,Steel
MINDACORP,Minda Corporation Limited,44.42559,25.387,,0.237,120099184640.0,Consumer Cyclical,Auto Parts
MINDTECK,Mindteck (India) Limited,19.086365,0.131,,0.095,5349207040.0,Technology,Information Technology Services
MIRCELECTR,MIRC Electronics Limited,,87.271,,,2958508032.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MIRZAINT,Mirza International Limited,202.85713,8.115,,,3924936704.0,Consumer Cyclical,Footwear & Accessories
MITCON,MITCON Consultancy & Engineering Services Limited,17.766422,105.147,,-0.538,1139499008.0,Industrials,Engineering & Construction
MITTAL,Mittal Life Style Limited,96.0,17.984,,-0.5,852289856.0,Consumer Cyclical,Textile Manufacturing
MKPL,M K Proteins Limited,310.0,2.039,,-0.4,2327306240.0,Consumer Defensive,Packaged Foods
MMFL,MM Forgings Limited,60.940765,136.968,,-0.209,16888902656.0,Industrials,Metal Fabrication
MMP,MMP Industries Limited,14.817636,39.94,,0.213,5634804736.0,Basic Materials,Aluminum
MMTC,MMTC Limited,49.42157,9.09,,-0.946,75615002624.0,Industrials,Conglomerates
MOBIKWIK,One Mobikwik Systems Limited,,150.461,,,21025798144.0,Technology,Software - Infrastructure
MODIRUBBER,Modi Rubber Limited,11.091415,3.079,,0.107,2504053760.0,Real Estate,Real Estate Services
MODISONLTD,MODISON LIMITED,19.878048,22.606,,0.421,4231479808.0,Industrials,Electrical Equipment & Parts
MODTHREAD,Modern Threads (India) Limited,29.170069,,,,1557929088.0,,
MOHITIND,Mohit Industries Limited,,19.338,,,418356896.0,Consumer Cyclical,Textile Manufacturing
MOIL,MOIL Limited,17.921892,,,0.177,63975882752.0,Basic Materials,Other Industrial Metals & Mining
MOKSH,Moksh Ornaments Limited,9.92,82.818,,0.643,1038487552.0,Consumer Cyclical,Luxury Goods
MOL,Meghmani Organics Limited,,53.245,,,15556410368.0,Basic Materials,Agricultural Inputs
MOLDTECH,Mold-Tek Technologies Limited,21.813334,7.26,,-0.922,3271206400.0,Industrials,Engineering & Construction
MOLDTKPAC,Mold-Tek Packaging Limited,23.641216,26.63,,-0.037,14798508032.0,Consumer Cyclical,Packaging & Containers
MONARCH,Monarch Networth Capital Limited,14.817926,8.979,,-0.104,24903487488.0,Financial Services,Capital Markets
MONTECARLO,Monte Carlo Fashions Limited,15.921316,88.785,,0.252,11631696896.0,Consumer Cyclical,Apparel Manufacturing
MORARJEE,Morarjee Textiles Limited,,,,,208921952.0,Consumer Cyclical,Textile Manufacturing
MOREPENLAB,Morepen Laboratories Limited,18.5875,3.016,,-0.222,24471619584.0,Healthcare,Drug Manufacturers - Specialty & Generic
MOSCHIP,Moschip Technologies Limited,90.77108,31.336,,3.667,28814534656.0,Technology,Semiconductor Equipment & Materials
MOTHERSON,Samvardhana Motherson International Limited,20.192371,73.163,,0.563,856739872768.0,Consumer Cyclical,Auto Parts
MOTILALOFS,Motilal Oswal Financial Services Limited,10.683967,139.869,,-0.164,345444581376.0,Financial Services,Capital Markets
MOTISONS,Motisons Jewellers Limited,,26.077,,0.523,16657070080.0,Consumer Cyclical,Luxury Goods
MOTOGENFIN,The Motor & General Finance Limited,45.60345,1.516,,8.441,1024334464.0,Real Estate,Real Estate Services
MPHASIS,MphasiS Limited,25.510757,19.608,,0.141,418378678272.0,Technology,Information Technology Services
MPSLTD,MPS Limited,32.7876,1.295,,0.371,42812100608.0,Communication Services,Publishing
MRF,MRF Limited,25.380705,17.762,,-0.381,445496131584.0,Consumer Cyclical,Auto Parts
MRO-TEK,MRO-TEK Realty Limited,34.06857,173.533,,-0.787,1124999552.0,Real Estate,Real Estate - Development
MRPL,Mangalore Refinery and Petrochemicals Limited,25.389362,109.967,,-0.214,209137762304.0,Energy,Oil & Gas Refining & Marketing
MSPL,MSP Steel & Power Limited,64.209305,127.163,,0.636,15007250432.0,Basic Materials,Steel
MSTCLTD,Mstc Limited,8.28512,14.928,,4.018,32362897408.0,Industrials,Conglomerates
MSUMI,Motherson Sumi Wiring India Limited,35.524475,17.432,,-0.158,224680771584.0,Consumer Cyclical,Auto Parts
MTARTECH,Mtar Technologies Limited,87.698746,26.259,,0.526,38863233024.0,Industrials,Specialty Industrial Machinery
MTEDUCARE,MT Educare Limited,,768.258,,,159623904.0,Consumer Defensive,Education & Training Services
MTNL,Mahanagar Telephone Nigam Limited,,,,,30794399744.0,Communication Services,Telecom Services
MUFIN,Mufin Green Finance Limited,60.851234,261.131,,0.133,12037768192.0,Financial Services,Credit Services
MUFTI,Credo Brands Marketing Limited,13.77907,65.315,,0.161,8497582080.0,Consumer Cyclical,Apparel Retail
MUKANDLTD,Mukand Limited,13.857362,157.413,,-0.231,13055213568.0,Basic Materials,Steel
MUKKA,Mukka Proteins Limited,12.010831,102.975,,0.833,9986989056.0,Consumer Defensive,Packaged Foods
MUKTAARTS,Mukta Arts Limited,,,,,1553861888.0,Communication Services,Entertainment
MUNJALAU,Munjal Auto Industries Limited,12.665461,71.804,,,7004000256.0,Consumer Cyclical,Auto Parts
MUNJALSHOW,Munjal Showa Limited,16.014389,,,-0.31,4451443712.0,Consumer Cyclical,Auto Parts
MURUDCERA,Murudeshwar Ceramics Limited,26.725805,28.588,,0.0,2006471168.0,Industrials,Building Products & Equipment
MUTHOOTCAP,Muthoot Capital Services Limited,8.109893,330.491,,0.253,4140674048.0,Financial Services,Credit Services
MUTHOOTFIN,Muthoot Finance Limited,17.668331,306.36,19.137,0.286,882115674112.0,Financial Services,Credit Services
MUTHOOTMF,Muthoot Microfin Limited,7.062608,285.814,,-0.974,20607604736.0,Financial Services,Credit Services
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,10.341424,64.906,,0.332,9572625408.0,Consumer Cyclical,Luxury Goods
NACLIND,NACL Industries Limited,,103.106,,,19224276992.0,Basic Materials,Agricultural Inputs
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,0.15004012,,,,3379065856.0,Basic Materials,Agricultural Inputs
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,2.5716798,686.854,,-0.6,378459168.0,Financial Services,Capital Markets
NAGREEKEXP,Nagreeka Exports Limited,24.292454,108.363,,13.0,829979136.0,Consumer Cyclical,Textile Manufacturing
NAHARCAP,Nahar Capital and Financial Services Limited,10.451497,0.045,,,3932843264.0,Financial Services,Capital Markets
NAHARINDUS,Nahar Industrial Enterprises Limited,19.539555,47.269,,-0.078,4178843648.0,Consumer Cyclical,Textile Manufacturing
NAHARPOLY,Nahar Poly Films Limited,13.773544,12.891,,,4710814720.0,Consumer Cyclical,Packaging & Containers
NAHARSPING,Nahar Spinning Mills Limited,,49.24,,,7400960512.0,Consumer Cyclical,Textile Manufacturing
NAM-INDIA,Nippon Life India Asset Management Limited,25.252768,,,0.022,332792627200.0,Financial Services,Asset Management
NARMADA,Narmada Agrobase Limited,10.759494,55.984,,3.222,644918784.0,Basic Materials,Agricultural Inputs
NATCAPSUQ,Natural Capsules Limited,142.38463,38.604,,-0.924,2110112256.0,Healthcare,Drug Manufacturers - Specialty & Generic
NATCOPHARM,Natco Pharma Limited,7.5016813,2.912,,-0.375,139858034688.0,Healthcare,Drug Manufacturers - Specialty & Generic
NATHBIOGEN,Nath Bio-Genes (India) Limited,7.4185934,19.913,,-0.342,2806889216.0,Basic Materials,Agricultural Inputs
NATIONALUM,National Aluminium Company Limited,8.218285,0.58,,2.332,345047662592.0,Basic Materials,Aluminum
NAUKRI,Info Edge (India) Limited,147.06335,0.59,,0.599,825755172864.0,Communication Services,Internet Content & Information
NAVA,NAVA LIMITED,11.681594,7.601,,-0.237,117328257024.0,Industrials,Conglomerates
NAVINFLUOR,Navin Fluorine International Limited,77.51502,56.027,,0.072,204868796416.0,Basic Materials,Chemicals
NAVKARCORP,Navkar Corporation Limited,,10.803,,,13778509824.0,Industrials,Integrated Freight & Logistics
NAVKARURB,Navkar Urbanstructure Limited,145.0,4.358,,0.053,3254075648.0,Basic Materials,Building Materials
NAVNETEDUL,Navneet Education Limited,3.8047607,4.095,,,29702268928.0,Communication Services,Publishing
NAZARA,Nazara Technologies Limited,84.7541,4.672,,0.086,81658372096.0,Communication Services,Electronic Gaming & Multimedia
NBCC,NBCC (India) Limited,42.102703,0.016,,0.234,210302992384.0,Industrials,Engineering & Construction
NBIFIN,N. B. I. Industrial Finance Company Limited,78.11583,,,-0.168,5749795328.0,Financial Services,Capital Markets
NCC,NCC Limited,14.497661,24.481,,-0.123,116691640320.0,Industrials,Engineering & Construction
NCLIND,NCL Industries Limited,20.033154,36.978,,-0.879,8472555520.0,Basic Materials,Building Materials
NDGL,Naga Dhunseri Group Limited,8.375217,,,,3312649984.0,Financial Services,Capital Markets
NDL,Nandan Denim Limited,4.9090905,51.191,,-0.091,4684781056.0,Consumer Cyclical,Textile Manufacturing
NDLVENTURE,NDL Ventures Limited,367.0,,,-0.8,2842895104.0,Communication Services,Entertainment
NDRAUTO,Ndr Auto Components Limited,34.366405,13.104,,0.568,16688964608.0,Consumer Cyclical,Auto Parts
NDTV,New Delhi Television Limited,,114.972,,,7501235712.0,Communication Services,Broadcasting
NECCLTD,North Eastern Carrying Corporation Limited,18.713045,43.988,,-0.231,2149000192.0,Industrials,Trucking
NECLIFE,Nectar Lifesciences Limited,31.720001,58.37,,4.0,5341901824.0,Healthcare,Drug Manufacturers - Specialty & Generic
NELCAST,Nelcast Limited,24.28701,57.163,,-0.765,7000119808.0,Industrials,Metal Fabrication
NELCO,NELCO Limited,88.48783,40.093,,-0.193,17443522560.0,Technology,Communication Equipment
